virus	virulent	temperate
NODE_50_length_7713_cov_4.500522	0.8118782016546146	0.1881217983453865
NODE_16_length_27554_cov_174.849813	0.0375	0.9625
NODE_557_length_5115_cov_5.282806	0.8363170653598774	0.16368293464012354
NODE_2270_length_1071_cov_5.730315	0.8800312501502798	0.11996874984972046
NODE_457_length_3322_cov_6.401286	0.8118782016546146	0.1881217983453865
NODE_130_length_9115_cov_5.269978	0.931779094256249	0.06822090574375078
NODE_46_length_17325_cov_94.922409	0.0	1.0
NODE_1137_length_1786_cov_5.545350	0.8118782016546146	0.1881217983453865
NODE_145_length_3721_cov_5.114294	0.8118782016546146	0.1881217983453865
NODE_293_length_1673_cov_2.770705	0.8784843051855816	0.12151569481441885
NODE_62_length_14493_cov_5.859191	0.2125	0.7875
NODE_19_length_18409_cov_46.580691	0.7975220264317181	0.20247797356828193
NODE_213_length_6728_cov_11.658025	0.8800660792951541	0.11993392070484583
NODE_524_length_1713_cov_6.638721	0.8118782016546146	0.1881217983453865
NODE_2697_length_1221_cov_3.032590	0.8118782016546146	0.1881217983453865
NODE_77_length_21821_cov_12.298861	0.0125	0.9875
NODE_101_length_4575_cov_7.278097	0.175	0.825
NODE_1569_length_1040_cov_2.188832	0.8118782016546146	0.1881217983453865
NODE_750_length_1407_cov_2.537722	0.8118782016546146	0.1881217983453865
NODE_420_length_3912_cov_2.971480	0.8118782016546146	0.1881217983453865
NODE_1423_length_1061_cov_3.210736	0.8118782016546146	0.1881217983453865
NODE_1486_length_1022_cov_4.774560	0.0	1.0
NODE_1690_length_1814_cov_5.584423	0.8118782016546146	0.1881217983453865
NODE_120_length_4708_cov_5.977649	0.8118782016546146	0.1881217983453865
NODE_115_length_6212_cov_4.749229	0.9651982378854627	0.03480176211453744
NODE_2801_length_1020_cov_1.739896	1.0	0.0
NODE_796_length_3004_cov_6.914547	0.8118782016546146	0.1881217983453865
NODE_1092_length_2437_cov_5.010495	0.8118782016546146	0.1881217983453865
NODE_350_length_2883_cov_4.082390	0.8837115727024182	0.11628842729758218
NODE_295_length_2417_cov_3.035563	0.854557575748292	0.14544242425170864
NODE_1249_length_1928_cov_6.800854	0.8118782016546146	0.1881217983453865
NODE_25_length_41950_cov_8.418546	0.3125	0.6875
NODE_724_length_3495_cov_6.613663	0.5752202643171807	0.4247797356828193
NODE_1146_length_1173_cov_3.042039	0.8118782016546146	0.1881217983453865
NODE_343_length_2140_cov_2.683933	0.9981617952123443	0.001838204787655567
NODE_424_length_6351_cov_6.127382	0.7511133255181985	0.24888667448180207
NODE_407_length_6756_cov_5.908073	0.8118782016546146	0.1881217983453865
NODE_248_length_1789_cov_2.104960	0.9320112779837082	0.06798872201629169
NODE_907_length_1191_cov_3.101232	0.8118782016546146	0.1881217983453865
NODE_16_length_23040_cov_13.240505	0.0	1.0
NODE_527_length_2667_cov_5.398928	0.8118782016546146	0.1881217983453865
NODE_136_length_5767_cov_15.324230	0.9168794290555962	0.08312057094440387
NODE_636_length_4461_cov_3.897413	0.8118782016546146	0.1881217983453865
NODE_161_length_5158_cov_6.566921	0.964110712130639	0.03588928786936091
NODE_1066_length_1997_cov_3.636457	0.8234150876327359	0.17658491236726478
NODE_777_length_2630_cov_5.052039	0.8118782016546146	0.1881217983453865
NODE_160_length_5179_cov_5.348361	0.931779094256249	0.06822090574375078
NODE_223_length_4110_cov_4.656473	0.8118782016546146	0.1881217983453865
NODE_384_length_2639_cov_3.529799	0.8118782016546146	0.1881217983453865
NODE_1982_length_1539_cov_2.719677	0.7511133255181985	0.24888667448180207
NODE_1163_length_2339_cov_4.031086	0.8461243502784239	0.15387564972157636
NODE_108_length_2001_cov_3.672662	0.8068121223594604	0.19318787764054066
NODE_140_length_1029_cov_50.869610	0.8118782016546146	0.1881217983453865
NODE_93_length_7109_cov_25.252056	0.0	1.0
NODE_323_length_4578_cov_5.801017	0.7867241374314546	0.21327586256854617
NODE_143_length_5597_cov_12.763262	1.0	0.0
NODE_1869_length_1559_cov_3.371676	0.985005930576337	0.014994069423662984
NODE_1141_length_2592_cov_5.759953	0.8118782016546146	0.1881217983453865
NODE_527_length_1708_cov_2.523291	0.8118782016546146	0.1881217983453865
NODE_607_length_1747_cov_3.706856	0.8118782016546146	0.1881217983453865
NODE_887_length_1219_cov_3.875430	0.8118782016546146	0.1881217983453865
NODE_103_length_12526_cov_8.670596	0.9972986238568456	0.002701376143154288
NODE_355_length_1201_cov_1.719895	0.8118782016546146	0.1881217983453865
NODE_539_length_3181_cov_4.460013	0.9987156186452293	0.0012843813547707623
NODE_272_length_2532_cov_5.148567	0.9284736410929751	0.07152635890702505
NODE_97_length_10162_cov_6.987632	0.0	1.0
NODE_1002_length_2557_cov_4.365308	0.8118782016546146	0.1881217983453865
NODE_596_length_4704_cov_8.276188	0.8118782016546146	0.1881217983453865
NODE_6_length_40949_cov_108.762557	0.0	1.0
NODE_72_length_5193_cov_3.367653	0.8118782016546146	0.1881217983453865
NODE_58_length_15457_cov_7.392611	0.125	0.875
NODE_738_length_1429_cov_2.097525	0.8118782016546146	0.1881217983453865
NODE_236_length_2821_cov_3.253073	0.8825092237185619	0.11749077628143852
NODE_18_length_20826_cov_33.002263	0.9375	0.0625
NODE_273_length_3857_cov_5.688059	0.8118782016546146	0.1881217983453865
NODE_160_length_3481_cov_3.781086	0.8118782016546146	0.1881217983453865
NODE_371_length_2701_cov_9.532502	1.0	0.0
NODE_75_length_7645_cov_604.925033	0.9751101321585903	0.02488986784140969
NODE_290_length_9204_cov_6.434583	0.931779094256249	0.06822090574375078
NODE_2910_length_1203_cov_5.388502	0.8338669542239673	0.16613304577603344
NODE_1618_length_1147_cov_4.225275	0.8118782016546146	0.1881217983453865
NODE_33_length_19553_cov_14.475280	0.8118782016546146	0.1881217983453865
NODE_178_length_4823_cov_5.003775	0.8401982378854627	0.1598017621145375
NODE_99_length_2870_cov_2.821314	0.0	1.0
NODE_70_length_13273_cov_6.002270	0.8118782016546146	0.1881217983453865
NODE_38_length_40434_cov_66.147750	0.025	0.975
NODE_962_length_2226_cov_5.123445	0.9520976057576498	0.04790239424235011
NODE_264_length_3609_cov_8.845245	0.931779094256249	0.06822090574375078
NODE_157_length_5400_cov_7.518990	0.7729643451239226	0.22703565487607813
NODE_119_length_6127_cov_11.754282	0.8118782016546146	0.1881217983453865
NODE_475_length_2169_cov_33.029801	0.919805055256762	0.08019494474323804
NODE_1027_length_1067_cov_1.647233	0.8118782016546146	0.1881217983453865
NODE_864_length_2910_cov_4.731349	0.8267460430643061	0.17325395693569484
NODE_1058_length_1702_cov_11.257438	0.8118782016546146	0.1881217983453865
NODE_1295_length_1302_cov_3.186047	0.8118782016546146	0.1881217983453865
NODE_143_length_1433_cov_2.379536	0.8118782016546146	0.1881217983453865
NODE_42_length_36164_cov_8.737212	0.1625	0.8375
NODE_796_length_3053_cov_7.268179	0.8263964143164042	0.17360358568359646
NODE_840_length_1139_cov_2.715867	0.8118782016546146	0.1881217983453865
NODE_52_length_35146_cov_146.477501	0.0	1.0
NODE_325_length_3998_cov_5.391326	0.9713357470800592	0.02866425291994084
NODE_28_length_7505_cov_5.018658	0.0	1.0
NODE_363_length_2807_cov_5.267078	0.9541120944161541	0.04588790558384566
NODE_181_length_2892_cov_40.830455	0.8118782016546146	0.1881217983453865
NODE_86_length_8894_cov_9.766942	0.8118782016546146	0.1881217983453865
NODE_13_length_31371_cov_373.568048	0.0	1.0
NODE_111_length_5691_cov_7.167495	0.7658741730269915	0.23412582697300904
NODE_644_length_1117_cov_2.085687	0.8118782016546146	0.1881217983453865
NODE_40_length_6349_cov_5.400381	0.22880090583027263	0.7711990941697273
NODE_44_length_6078_cov_6.900714	0.8118782016546146	0.1881217983453865
NODE_61_length_2911_cov_3.802871	0.8118782016546146	0.1881217983453865
NODE_918_length_2289_cov_4.152641	0.8118782016546146	0.1881217983453865
NODE_332_length_3898_cov_4.464221	0.8118782016546146	0.1881217983453865
NODE_7_length_39574_cov_33.646600	0.997522026431718	0.0024779735682819385
NODE_294_length_3290_cov_8.711901	0.8691268200909323	0.130873179909068
NODE_459_length_2232_cov_5.176849	0.8118782016546146	0.1881217983453865
NODE_241_length_6412_cov_5.785433	0.875	0.125
NODE_721_length_3287_cov_5.030322	0.9602261948935176	0.03977380510648237
NODE_599_length_2887_cov_3.658898	0.9606617952123443	0.03933820478765556
NODE_3341_length_1095_cov_2.877885	0.8471512314662434	0.15284876853375734
NODE_33_length_20543_cov_23.775820	0.9625	0.0375
NODE_38_length_18790_cov_8.740806	0.9	0.1
NODE_49_length_10365_cov_12.058681	0.8118782016546146	0.1881217983453865
NODE_128_length_5883_cov_10.452299	0.9452643171806165	0.05473568281938327
NODE_152_length_3616_cov_3.334457	0.6796086074291428	0.3203913925708577
NODE_273_length_5592_cov_9.036662	0.6375	0.3625
NODE_385_length_1994_cov_3.674059	0.8252202643171808	0.1747797356828194
NODE_618_length_2500_cov_5.937423	0.8118782016546146	0.1881217983453865
NODE_232_length_3576_cov_2.910821	0.8118782016546146	0.1881217983453865
NODE_362_length_2084_cov_3.660917	0.8118782016546146	0.1881217983453865
NODE_1007_length_2631_cov_5.034550	0.8118782016546146	0.1881217983453865
NODE_1526_length_1094_cov_2.713186	0.8118782016546146	0.1881217983453865
NODE_119_length_6156_cov_4.338633	0.8118782016546146	0.1881217983453865
NODE_1928_length_1528_cov_8.574338	0.8118782016546146	0.1881217983453865
NODE_8_length_36495_cov_3000.120801	0.725	0.275
NODE_1602_length_1002_cov_4.308342	0.635335005075443	0.36466499492455706
NODE_264_length_5274_cov_6.467331	0.931779094256249	0.06822090574375078
NODE_162_length_3483_cov_3.886523	0.8118782016546146	0.1881217983453865
NODE_605_length_2861_cov_9.588026	0.8118782016546146	0.1881217983453865
NODE_655_length_3520_cov_3.797114	0.0	1.0
NODE_332_length_2960_cov_3.930120	0.8118782016546146	0.1881217983453865
NODE_177_length_6844_cov_8.175725	0.8118782016546146	0.1881217983453865
NODE_864_length_2399_cov_5.134386	0.8118782016546146	0.1881217983453865
NODE_46_length_8021_cov_6.572307	0.9125	0.0875
NODE_1072_length_1722_cov_5.304139	0.0	1.0
NODE_75_length_13779_cov_7.662489|provirus_3931_13575	0.8598443478202002	0.14015565217980022
NODE_186_length_4604_cov_5.039349	0.8118782016546146	0.1881217983453865
NODE_643_length_1656_cov_9.636477	0.0	1.0
NODE_2358_length_1321_cov_4.752765	0.8118782016546146	0.1881217983453865
NODE_34_length_57407_cov_132.823685	0.0125	0.9875
NODE_149_length_5425_cov_12.204655	0.8118782016546146	0.1881217983453865
NODE_1657_length_1849_cov_4.321070	0.824268069496024	0.17573193050397679
NODE_50_length_64286_cov_15.837431|provirus_6014_50609	0.025	0.975
NODE_205_length_4285_cov_4.502128	0.8118782016546146	0.1881217983453865
NODE_344_length_2139_cov_42.039347	0.8118782016546146	0.1881217983453865
NODE_1045_length_1050_cov_2.190955	0.7828396201943331	0.21716037980566755
NODE_638_length_3566_cov_3.047565	0.8490152516760286	0.15098474832397196
NODE_175_length_2545_cov_8.803614	0.8118782016546146	0.1881217983453865
NODE_178_length_5905_cov_7.559658	0.0	1.0
NODE_65_length_8669_cov_6.016253	0.0125	0.9875
NODE_472_length_2183_cov_352.074718	0.8118782016546146	0.1881217983453865
NODE_64_length_14108_cov_6.008254	0.972522026431718	0.027477973568281938
NODE_147_length_6012_cov_9.919590	0.8118782016546146	0.1881217983453865
NODE_610_length_2856_cov_7.730096	0.8118782016546146	0.1881217983453865
NODE_23_length_19085_cov_14.299843	0.8118782016546146	0.1881217983453865
NODE_157_length_3404_cov_4.959988	0.15	0.85
NODE_403_length_2675_cov_5.348092	0.8118782016546146	0.1881217983453865
NODE_1972_length_1543_cov_3.204973	0.9597549534196096	0.040245046580390416
NODE_870_length_1236_cov_3.634208	0.9107929515418502	0.08920704845814986
NODE_11_length_39896_cov_9.556763	0.0125	0.9875
NODE_302_length_9348_cov_5.759927	0.8118782016546146	0.1881217983453865
NODE_24_length_29177_cov_10.095976	0.0	1.0
NODE_2499_length_1318_cov_4.338876	0.9987156186452293	0.0012843813547707623
NODE_634_length_2805_cov_6.260000	0.8118782016546146	0.1881217983453865
NODE_308_length_1717_cov_4.409747	0.8118782016546146	0.1881217983453865
NODE_11_length_32094_cov_271.190643	0.0375	0.9625
NODE_498_length_2945_cov_4.607612	0.8118782016546146	0.1881217983453865
NODE_463_length_6011_cov_5.344023	0.8118782016546146	0.1881217983453865
NODE_66_length_12967_cov_11.511772	0.8118782016546146	0.1881217983453865
NODE_172_length_3390_cov_3.053073	0.8118782016546146	0.1881217983453865
NODE_1251_length_1529_cov_3.742877	0.8118782016546146	0.1881217983453865
NODE_42_length_6821_cov_9.625628	0.5243028986408982	0.4756971013591018
NODE_26_length_40087_cov_66.732839	0.025	0.975
NODE_877_length_2867_cov_5.203058	0.8118782016546146	0.1881217983453865
NODE_288_length_2524_cov_4.504253	0.8118782016546146	0.1881217983453865
NODE_766_length_1380_cov_3.840000	0.8118782016546146	0.1881217983453865
NODE_77_length_7551_cov_17.135406	0.8118782016546146	0.1881217983453865
NODE_3156_length_1065_cov_1.976238	0.8118782016546146	0.1881217983453865
NODE_92_length_5255_cov_17.769231	0.9028716935077151	0.09712830649228478
NODE_957_length_1137_cov_3.834566	0.8118782016546146	0.1881217983453865
NODE_1079_length_2531_cov_6.301696	0.8118782016546146	0.1881217983453865
NODE_359_length_2816_cov_5.059761	0.8118782016546146	0.1881217983453865
NODE_375_length_1379_cov_2.361027	0.8118782016546146	0.1881217983453865
NODE_1099_length_1002_cov_2.664203	0.8118782016546146	0.1881217983453865
NODE_89_length_5439_cov_4.326152	0.8118782016546146	0.1881217983453865
NODE_411_length_6617_cov_5.361932	0.8118782016546146	0.1881217983453865
NODE_113_length_10116_cov_5.796044	0.9320112779837082	0.06798872201629169
NODE_218_length_1775_cov_4.700581	0.8118782016546146	0.1881217983453865
NODE_1476_length_1068_cov_2.630800	0.8118782016546146	0.1881217983453865
NODE_36_length_49500_cov_28.060916	0.0	1.0
NODE_738_length_3371_cov_4.189988	0.8118782016546146	0.1881217983453865
NODE_139_length_6220_cov_6.024655	0.8490152516760286	0.15098474832397196
NODE_1604_length_1116_cov_1.593779	0.15	0.85
NODE_125_length_6047_cov_15.771195	0.9606547439778256	0.039345256022174466
NODE_80_length_3898_cov_3.087952	0.875	0.125
NODE_598_length_4398_cov_5.399033	0.675	0.325
NODE_408_length_1927_cov_2.191239	0.0	1.0
NODE_574_length_2544_cov_6.745279	0.8118782016546146	0.1881217983453865
NODE_72_length_5267_cov_4.193975	0.8880556134907275	0.11194438650927263
NODE_374_length_4296_cov_9.283660	0.0	1.0
NODE_1088_length_1010_cov_2.220942	0.8403335688191295	0.15966643118087134
NODE_254_length_4664_cov_6.991972	0.8118782016546146	0.1881217983453865
NODE_776_length_1913_cov_3.203445	0.0	1.0
NODE_910_length_1182_cov_2.806566	0.8118782016546146	0.1881217983453865
NODE_30_length_34336_cov_218.813629	0.0	1.0
NODE_61_length_8910_cov_15.712366	0.997522026431718	0.0024779735682819385
NODE_230_length_2867_cov_4.246444	0.8118782016546146	0.1881217983453865
NODE_39_length_40881_cov_40.497820	0.0125	0.9875
NODE_510_length_2033_cov_4.037412	0.8118782016546146	0.1881217983453865
NODE_1038_length_1057_cov_2.712575	0.8118782016546146	0.1881217983453865
NODE_176_length_4842_cov_4.909338	0.9041313023060435	0.0958686976939565
NODE_662_length_2339_cov_3.825306	0.0	1.0
NODE_478_length_1783_cov_2.836806	0.8118782016546146	0.1881217983453865
NODE_295_length_4110_cov_2.962269	0.8336573783816347	0.16634262161836616
NODE_1263_length_1121_cov_4.600375	0.8118782016546146	0.1881217983453865
NODE_797_length_2999_cov_3.300611	0.9841693061957635	0.015830693804236656
NODE_297_length_2403_cov_3.211670	0.8118782016546146	0.1881217983453865
NODE_583_length_2509_cov_2.646699	0.8118782016546146	0.1881217983453865
NODE_548_length_3700_cov_5.648011	0.9107929515418502	0.08920704845814986
NODE_734_length_1432_cov_2.807553	0.8363170653598774	0.16368293464012354
NODE_172_length_1203_cov_2.948606	0.8118782016546146	0.1881217983453865
NODE_109_length_7445_cov_8.264547	0.8118782016546146	0.1881217983453865
NODE_428_length_2744_cov_4.066567	0.0	1.0
NODE_39_length_18186_cov_5.820032|provirus_3_8483	0.0	1.0
NODE_14_length_39779_cov_26.175284	0.05	0.95
NODE_222_length_3349_cov_3.116576	0.8118782016546146	0.1881217983453865
NODE_477_length_3207_cov_4.112627	0.81920199020087	0.18079800979913094
NODE_609_length_1276_cov_3.526618	0.724694777917064	0.2753052220829365
NODE_267_length_4368_cov_4.549038	0.8118782016546146	0.1881217983453865
NODE_140_length_5665_cov_10.134225	0.964110712130639	0.03588928786936091
NODE_1112_length_1822_cov_14.345218	0.8118782016546146	0.1881217983453865
NODE_40_length_5207_cov_6.427601	0.724694777917064	0.2753052220829365
NODE_499_length_2080_cov_2.648395	0.8118782016546146	0.1881217983453865
NODE_1139_length_1407_cov_7.465976	0.0	1.0
NODE_473_length_5913_cov_6.271594	0.8880556134907275	0.11194438650927263
NODE_512_length_5249_cov_4.816327	0.8118782016546146	0.1881217983453865
NODE_153_length_12400_cov_9.887809	0.8118782016546146	0.1881217983453865
NODE_43_length_42156_cov_13.695898	0.0	1.0
NODE_549_length_3695_cov_5.244231	0.930808928999852	0.06919107100014804
NODE_749_length_1427_cov_7.816327	0.8118782016546146	0.1881217983453865
NODE_197_length_4114_cov_4.814240	0.8118782016546146	0.1881217983453865
NODE_86_length_11713_cov_9.597701	0.0	1.0
NODE_237_length_12145_cov_5.998925	0.8118782016546146	0.1881217983453865
NODE_12_length_33149_cov_93.647217	0.9580666382509533	0.04193336174904671
NODE_241_length_1458_cov_3.758375	0.8118782016546146	0.1881217983453865
NODE_2561_length_1148_cov_4.252516	0.8118782016546146	0.1881217983453865
NODE_268_length_2575_cov_2.801190	0.8118782016546146	0.1881217983453865
NODE_684_length_1350_cov_2.419305	0.8118782016546146	0.1881217983453865
NODE_1837_length_1569_cov_13.509247	0.8135063316172999	0.18649366838270082
NODE_188_length_4592_cov_5.053560	0.8118782016546146	0.1881217983453865
NODE_5_length_46372_cov_36.578254	0.95	0.05
NODE_1368_length_2130_cov_5.952771	0.8118782016546146	0.1881217983453865
NODE_650_length_3383_cov_5.815505	0.8691268200909323	0.130873179909068
NODE_159_length_3508_cov_4.616276	0.8557828100845029	0.14421718991549776
NODE_62_length_15053_cov_7.481264	0.8752202643171806	0.12477973568281941
NODE_1418_length_1220_cov_6.109871	0.8118782016546146	0.1881217983453865
NODE_103_length_5550_cov_4.847862	0.8118782016546146	0.1881217983453865
NODE_2150_length_1448_cov_5.642498	0.9851321585903083	0.014867841409691631
NODE_30_length_14618_cov_18.076770	0.931779094256249	0.06822090574375078
NODE_221_length_4127_cov_3.203831	0.9007668594102297	0.09923314058977054
NODE_1_length_69125_cov_31.054278	0.675	0.325
NODE_123_length_9427_cov_5.265578	0.9972986238568456	0.002701376143154288
NODE_89_length_1910_cov_3.343396	0.8118782016546146	0.1881217983453865
NODE_333_length_2943_cov_2.559557	0.8118782016546146	0.1881217983453865
NODE_1333_length_2169_cov_6.579470	0.9040886856989211	0.09591131430107899
NODE_133_length_1187_cov_1.557420	0.8118782016546146	0.1881217983453865
NODE_26_length_11514_cov_23.622393	0.8118782016546146	0.1881217983453865
NODE_333_length_4526_cov_5.150526	0.7	0.3
NODE_104_length_6596_cov_5.204862	0.9453744493392069	0.054625550660792964
NODE_1177_length_1098_cov_3.402685	0.8118782016546146	0.1881217983453865
NODE_39_length_11018_cov_5.964973	0.0	1.0
NODE_54_length_34912_cov_29.430989	0.025	0.975
NODE_189_length_5422_cov_4.826533	0.8118782016546146	0.1881217983453865
NODE_296_length_5686_cov_7.089682	0.8143561752228965	0.18564382477710456
NODE_148_length_3654_cov_11.196443	0.8118782016546146	0.1881217983453865
NODE_343_length_5040_cov_8.169910	0.0	1.0
NODE_114_length_5475_cov_6.014945	0.8362407930380643	0.16375920696193652
NODE_343_length_4498_cov_9.510241	0.8118782016546146	0.1881217983453865
NODE_540_length_1933_cov_3.048456	0.8118782016546146	0.1881217983453865
NODE_118_length_14212_cov_7.809423	0.8118782016546146	0.1881217983453865
NODE_324_length_2965_cov_3.493471	0.8118782016546146	0.1881217983453865
NODE_512_length_3122_cov_5.095533	0.8287014312450708	0.17129856875493005
NODE_43_length_3040_cov_4.376884	0.9251101321585903	0.07488986784140969
NODE_124_length_6057_cov_4.234422	0.8118782016546146	0.1881217983453865
