feature	Raoultibacter timonensis-1907662	Gordonibacter urolithinfaciens-1335613	Slackia isoflavoniconvertens-572010	Collinsella aerofaciens-74426	Bifidobacterium breve-1685	Turicibacter sp. H121-1712675	Faecalitalea cylindroides-39483	Faecalicoccus pleomorphus-1323	Erysipelatoclostridium ramosum-1547	Lactococcus garvieae-1363	Streptococcus equinus-1335	Enterococcus faecium-1352	Staphylococcus sciuri-1296	Laceyella sacchari-37482	Terrisporobacter mayombei-1541	Romboutsia ilealis-1115758	Flintibacter sp. KGMB00164-2610895	Flavonifractor plautii-292800	Ruthenibacterium lactatiformans-1550024	Anaeromassilibacillus senegalensis-1673717	Pseudoflavonifractor phocaeensis-1870988	Hungatella hathewayi-154046	Clostridium paraputrificum-29363	Oribacterium parvum-1501329	Anaerostipes caccae-105841	Enterocloster bolteae-208479	Anaerotignum lactatifermentans-160404	[Ruminococcus] gnavus-33038	Lacrimispora saccharolytica-84030	Lachnoclostridium sp. YL32-1834196	Blautia luti-89014	Shigella flexneri-623	Escherichia coli-562	Enterobacter hormaechei-158836	Parabacteroides distasonis-823	Butyricimonas phoceensis-1720203	Phocaeicola vulgatus-821	Bacteroides uniformis-820	Alistipes putredinis-28117
VIVO8-FEC-16S-MAR07_M26	0.000215465000403997	0.00404894646592511	0.000727194376363489	0.000170576458653164	0.00930090585077253	0.000960614793467819	0.000664350417912324	0.00620359646996508	0.000511729375959493	0.000403996875757494	0.0167524037814108	0.340246168762962	0.000134665625252498	0.00115812437717148	0.00119403521057215	0.0203345094131272	0.0019840735453868	0.0024688697962958	0.00351028396491512	NA	8.97770835016654e-05	0.189465557021915	0.00023342041710433	0.00286388896370313	0.00549435751030192	0.0138615816926571	0.00432725542478027	0.00470431917548727	0.00653577167892124	0.000592528751110991	0.00604199771966208	0.000134665625252498	0.00412974584107661	0.000116710208552165	0.0131433650246438	0.000143643333602665	0.0160341871133974	0.316589907260273	8.97770835016654e-05
VIVO8-FEC-16S-FEB11_M26	NA	0.00215194952037057	0.00072947441368494	NA	0.00579932158879527	0.000474158368895211	NA	0.00109421162052741	NA	0.000547105810263705	0.00299084509610825	0.223182696866907	NA	0.00153189626873837	0.00113068534121166	0.0255680781996571	0.00357442462705621	0.00251668672721304	0.00397563555458292	NA	NA	0.246927089032352	NA	NA	0.0222854433380749	0.0123645913119597	0.00652879600248021	0.0142247510668563	0.00193310719626509	NA	0.00156836998942262	NA	0.00463216252689937	NA	0.0163037531458584	NA	0.039136302294197	0.353175037385564	NA
VIVO8-FEC-16S-MAR07_F28	NA	0.004437619561964	0.00127532761604831	0.000273284489153208	0.0121025988053564	0.000728758637741889	0.000611636713819086	0.00642869226865167	0.000221230300743074	0.000325338677563343	0.00268079070312195	0.31134911442812	0.000156162565230405	0.000989029579792564	0.00201709980089273	0.0143279153598896	0.00109313795661283	0.00236846557266114	0.00415132152570826	NA	NA	0.186275913225668	0.000611636713819086	0.00140546308707364	0.00572596072511484	0.0149265385266062	0.00481501242793748	0.00400817250758039	0.00787319599703291	0.000650677355126687	0.00579102846062751	0.000195203206538006	0.00365680673581198	NA	0.0161107713129368	NA	0.0252723084731205	0.354111630207046	NA
VIVO8-FEC-16S-FEB21_F28	NA	0.00362600362600363	NA	NA	0.0034965034965035	NA	NA	0.00686350686350686	NA	NA	0.00284900284900285	0.152162652162652	NA	0.0012950012950013	NA	0.0273245273245273	NA	0.00466200466200466	0.00388500388500389	NA	NA	0.291504791504791	NA	NA	0.00867650867650868	0.0137270137270137	0.00530950530950531	0.00854700854700855	0.00647500647500648	NA	0.00764050764050764	NA	0.00634550634550635	NA	0.0161875161875162	NA	0.0286195286195286	0.398471898471898	NA
VIVO8-FEC-16S-FEB11_F28	NA	0.00227399493714335	0.00171622259407045	NA	0.00699360707083709	0.00107263912129403	NA	0.0013300725104046	NA	NA	0.00283176728021624	0.165100613549577	NA	0.0018878448534775	0.00154460033466341	0.0214956879907324	0.00433346205002789	0.0026601450208092	0.00497704552280431	NA	NA	0.243531986098597	NA	NA	0.0380572360235122	0.0169047925515939	0.00390440640151028	0.0148024198738576	0.00244561719655039	0.00068648903762818	0.00201656154803278	NA	0.00617840133865362	NA	0.0196078431372549	NA	0.0487836272364526	0.378641609816793	NA
VIVO8-FEC-16S-FEB28_F29	NA	0.00205346078952027	0.000885112409275978	NA	0.00573552841210834	0.000955921402018056	0.00106213489113117	0.00474420251371924	NA	0.000672685431049743	0.00562931492299522	0.394937157018941	NA	0.00120375287661533	0.0014515843512126	0.0230837316339175	0.00155779784032572	0.00212426978226235	0.00368206762258807	NA	NA	0.226057709329085	0.000460258452823509	0.000708089927420782	0.00637280934678704	0.013559922110108	0.00538148344839795	0.00460258452823509	0.00754115772703133	0.000920516905647017	0.00711630377057886	NA	0.00623119136130289	NA	0.0115418658169588	NA	0.0221986192246415	0.235050451407329	NA
VIVO8-FEC-16S-FEB18_F29	NA	0.0045092439500977	0.000774664986298836	0.00046248655898438	0.00549202788793951	0.00160714079247072	0.000820913642197274	0.00883349327660165	NA	0.000404675739111332	0.00293678964955081	0.20754084334424	NA	0.00112152990553712	0.00173432459619142	0.0247661552336135	0.00248586525454104	0.00249742741851565	0.00433581149047856	0.00023124327949219	NA	0.233151036548	0.000554983870781255	0.000312178427314456	0.0098740880343165	0.0107412503324122	0.00718010382823249	0.00878724462070321	0.00611638474256842	0.000543421706806646	0.00490235752523442	NA	0.0049948548370313	NA	0.0193203760015725	0.000173432459619142	0.0379932708205668	0.380372070436703	0.000173432459619142
VIVO8-FEC-16S-APR02_M27	NA	0.00339964609362432	0.000396804118183281	0.000171590970025202	0.00622017266341359	0.000321733068797255	0.000514772910075607	0.0033245750442383	0.000225213148158078	0.00114751461204354	0.0729583355675908	0.388932382433375	0.000193039841278353	0.00108316799828409	0.00145852324521422	0.0162796932811411	0.0014692476808408	0.00262748672851091	0.00489034264571827	NA	NA	0.139578529679876	0.000407528553809856	0.00397876561745938	0.00467585393318677	0.0142206016408387	0.00463295619068047	0.0032387795592257	0.0038393479543139	0.000922301463885463	0.00523352458576867	0.000117968791892327	0.00297066866856132	0.000139417663145477	0.0139524907501743	NA	0.0112713818435305	0.282803367472787	NA
VIVO8-FEC-16S-FEB21_F29	NA	0.00313776999416229	0.000602014010507881	0.000237157034442499	0.00399518388791594	0.00145942790426153	0.000656742556917688	0.00638499708114419	NA	0.000437828371278459	0.00392221249270286	0.364601576182137	NA	0.00109457092819615	0.00127699941622884	0.0343330414477525	0.00153239929947461	0.00262697022767075	0.00344789842381786	0.000237157034442499	NA	0.220884413309982	0.00041958552247519	0.0014776707530648	0.00831873905429072	0.013153093987157	0.00658566841798015	0.00755253940455341	0.00800861062463514	0.000510799766491535	0.00853765323992995	NA	0.00662215411558669	NA	0.0118396088733217	NA	0.0174401634559253	0.255782983070636	NA
VIVO8-FEC-16S-MAR07_F29	NA	0.00280202608039659	0.00107770233861407	NA	0.00878327405970471	0.000646621403168445	0.000754391637029852	0.00738226101950641	NA	0.000592736286237741	0.00398749865287208	0.449994611488307	NA	0.00134712792326759	0.00188597909257463	0.0155727987929734	0.000754391637029852	0.00226317491108956	0.00323310701584222	NA	NA	0.20368574199806	NA	NA	0.00511908610841686	0.0149261773898049	0.00328699213277293	0.00420303912059489	0.00517297122534756	0.000808276753960556	0.00549628192693178	NA	0.00495743075762474	NA	0.0114775299062399	NA	0.0144412113374286	0.221791141286777	NA
VIVO8-FEC-16S-FEB11_F29	NA	0.00240010817388953	0.000591575958353053	0.000270434723818538	0.00534108579541613	0.00125076059766074	0.000219728213102562	0.00141978230004733	0.000270434723818538	0.000219728213102562	0.0027381515786627	0.214522344669056	NA	0.00143668447028598	0.00148739098100196	0.0368974376309918	0.00338043404773173	0.00300858630248124	0.00246771685484416	NA	NA	0.271398147522142	0.000354945575011832	NA	0.052633358123183	0.017527550537489	0.00481711851801771	0.00704820498952065	0.00125076059766074	0.000473260766682442	0.00179163004529782	NA	0.00535798796565479	NA	0.0180684199851261	NA	0.0364241768643094	0.295669663984856	NA
VIVO8-FEC-16S-FEB28_F28	NA	0.003038876663523	0.00080338118690838	NA	0.00691606413077649	0.00090817003737469	0.000349296168221035	0.00520451290649342	NA	NA	0.00419155401865242	0.384540151594537	NA	0.00132732543923993	0.0010478885046631	0.0173250899437633	0.000663662719619966	0.00178141045792728	0.00244507317754724	NA	NA	0.157148346082643	NA	0.00118760697195152	0.00478535750462817	0.00799888225226169	0.00422648363547452	0.00464563903733976	0.00653183834573335	0.000558873869153655	0.00544902022424814	NA	0.00569352754200286	NA	0.0103740961961647	NA	0.0306682035698068	0.327709665024975	NA
VIVO8-FEC-16S-APR02_M26	0.000176549931851726	0.00427957034808585	0.000459029822814488	0.000204797920948003	0.00707612126861719	0.000218921915496141	0.00052258779828111	0.00331913871881245	0.000268355896414624	0.000692075732858767	0.107815512383212	0.302578335204763	0.000204797920948003	0.00121466353113988	0.00144064744391009	0.0102045860610298	0.00105929959111036	0.00211153718494665	0.00437843830992281	NA	7.76819700147596e-05	0.109757561633581	0.000536711792829248	0.00156070139756926	0.00410302041623412	0.0113910016030734	0.00423013636716736	0.00336857269973094	0.00370754856888625	0.000734447716503181	0.00365811458796777	NA	0.00259881499685741	0.000197735923673933	0.0164897636349512	0.000176549931851726	0.0118076594422435	0.3743564754984	9.18059645628977e-05
VIVO8-FEC-16S-FEB18_F28	NA	0.0027511463109629	0.000750312630262609	NA	0.00387661525635682	0.000958732805335556	0.000833680700291788	0.00541892455189662	NA	NA	0.00429345560650271	0.272655273030429	NA	0.00150062526052522	0.00166736140058358	0.0194664443518133	0.00270946227594831	0.00200083368070029	0.00295956648603585	NA	NA	0.248645268862026	0.000458524385160484	NA	0.00754481033764068	0.0114214255939975	0.00462692788661942	0.0123801583993331	0.00170904543559817	NA	0.00441850771154648	NA	0.00558566069195498	NA	0.0175906627761567	NA	0.0313880783659858	0.328136723634848	NA
